parlamentarier_anzeige_name	parlamentarier_id	parlamentarier_nachname	parlamentarier_vorname	parlamentarier_zweiter_vorname	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	interessenbindung_beschreibung	interessenbindung_von	interessenbindung_bis	interessenbindung_art	interessenbindung_funktion_im_gremium	interessenbindung_deklarationstyp	interessenbindung_status	interessenbindung_hauptberuflich	interessenbindung_behoerden_vertreter	interessenbindung_wirksamkeit	organisation_id	verguetung	verguetung_jahr	verguetung_beschreibung	organisation_name_de	organisation_uid	organisation_name_fr	organisation_ort	organisation_rechtsform	organisation_rechtsform_handelsregister	organisation_rechtsform_zefix	organisation_typ	organisation_vernehmlassung	organisation_interessengruppe1	organisation_interessengruppe1_branche	organisation_interessengruppe1_branche_kommission_abkuerzung	organisation_interessengruppe2	organisation_interessengruppe2_branche	organisation_interessengruppe2_branche_kommission_abkuerzung	organisation_interessengruppe3	organisation_interessengruppe3_branche	organisation_interessengruppe3_branche_kommission_abkuerzung
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"deklariert"	"0"		"tief"	311	"0"	2020	"Ehrenamtlich"	"Arbeitskreis Sicherheit und Wehrtechnik"		"Cercle de travail pour la sécurité et les technologies de défense"	"Zürich"	"Informelle Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Rüstungsindustrie"	"Sicherheit"	"SiK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	429	1	2020		"Curafutura - die innovativen Krankenversicherer"	"CHE-329.365.671"	"Curafutura - Les assureurs-maladie innovants"	"Bern"	"Verein"	0109	6	"DachOrganisation,dezidierteLobby"	"nie"	"Krankenkassen"	"Gesundheit"	"SGK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Co-Präsidium"	2020-06-09		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	465				"Gesundheitspolitik der Bundesversammlung"		"Politique de la santé de l'Assemblée fédérale"	"Bern"	"Parlamentarische Gruppe"			"MitgliedsOrganisation,dezidierteLobby"	"nie"	"Gesundheit"	"Gesundheit"	"SGK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"mitglied"		"deklarationspflichtig"	"deklariert"	"0"		"tief"	923	1	2020		"IG Biomedizinische Forschung und Innovation"			"Basel"	"Einfache Gesellschaft"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Biotech"	"Wirtschaft"	"WAK"	"Pharma"	"Gesundheit"	"SGK"			
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1750				"Bundeshaus-Band"		"Bundeshaus-Band"		"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Musik"	"Kultur"	"WBK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"		"Sport"	"Ittigen"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	1873	1	2020		"Swisslos Interkantonale Landeslotterie Genossenschaft"	"CHE-101.423.131"		"Basel"	"Genossenschaft"	0108	5	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Glücksspiel"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	2059	1	2020		"Versicherungskasse Swisslos"	"CHE-103.988.220"		"Basel"	"Stiftung"	0110	7	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Pensionskassen"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied Generalversammlung"			"mitglied"		"deklarationspflichtig"	"deklariert"	"0"		"tief"	2062	1	2020		"Sport-Toto-Gesellschaft"	"CHE-105.933.537"		"Basel"	"Verein"	0109	6	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Sport allgemein"	"Sport"	"WBK"	"Glücksspiel"	"Wirtschaft"	"WAK"			
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"hoch"	2538	1	2020		"VAP Verband Schweizerischer Anschlussgleise- und Privatgüterwagenbesitzer"	"CHE-107.459.363"	"VAP - Association des chargeurs"	"Uitikon Waldegg"	"Verein"	0109		"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Logistik/Transport"	"Verkehr"	"KVF"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	2547	"0"	2020	"Ehrenamtlich"	"Schweizerische Friedensstiftung - Swisspeace"	"CHE-106.383.220"		"Basel"	"Stiftung"	0110	7	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Friedensförderung/Menschenrechte"	"Aussenpolitik/Aussenwirtschaft"	"APK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2899				"Wohn- und Grundeigentum"		"Propriété immobilière et foncière"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	3679				"Lions Club Altdorf"			"Altdorf"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Zünfte, Verbindungen und Serviceclubs"	"Wirtschaft"	"WAK"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"			
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Beirat"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	3685	1	2020		"Liberty Vorsorge AG"	"CHE-391.944.296"	"Liberty Prévoyance SA"	"Seewen SZ"	"AG"	0106	3	"EinzelOrganisation,DachOrganisation,LeistungsErbringer"	"nie"	"Pensionskassen"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	3686	1	2020		"Liberty 3a Vorsorgestiftung"	"CHE-114.298.496"	"Liberty 3a Fondation de prévoyance"	"Seewen SZ"	"Stiftung"	0110	7	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Pensionskassen"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	3687	1	2020		"Liberty Freizügigkeitsstiftung"	"CHE-112.534.444"	"Liberty fondation de libre passage"	"Seewen SZ"	"Stiftung"	0110	7	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Pensionskassen"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	3688	1	2020		"Liberty Flex Investstiftung"	"CHE-115.296.086"	"Liberty Flex Fondation d'Investissement"	"Seewen SZ"	"Stiftung"	0110	7	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Pensionskassen"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	3689	1	2020		"Liberty Twin Freizügigkeitsstiftung"	"CHE-115.930.138"		"Seewen SZ"	"Stiftung"	0110	7	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Pensionskassen"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	3690	"0"	2020	"Ehrenamtlich"	"Stiftung Eishockeyförderung Gotthard"	"CHE-325.633.795"		"Andermatt"	"Stiftung"	0110	7	"EinzelOrganisation"	"nie"	"Breitensport"	"Sport"	"WBK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	3691	"0"	2020	"Ehrenamtlich"	"Stiftung Vier-Quellen-Weg im Gotthardmassiv"	"CHE-115.480.655"		"Seedorf UR"	"Stiftung"	0110	7	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Wasser"	"Umwelt"	"UREK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"tief"	4171				"Pensionskasse Accu Oerlikon"	"CHE-109.743.214"		"Zürich"	"Stiftung"	0110	7	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Pensionskassen"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5047				"Weinbau"		"Vitivinicole"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation"	"nie"	"Weinbau, Bier und Spirituosen"	"Landwirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	5123				"Gewerbegruppe der Bundesversammlung"		"Groupement des arts et métiers de l’Assemblée fédérale"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"punktuell"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5151				"Italianità"		"Italianità"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5204				"BVG"		"LPP"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sozialversicherungen"	"Soziale Sicherheit"	"SGK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Beirat"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	5541	"0"	2020	"Ehrenamtlich"	"Stiftung Hospiz Zentralschweiz"	"CHE-373.978.179"		"Luzern"	"Stiftung"	0110	7	"EinzelOrganisation"	"nie"	"Patienten"	"Gesundheit"	"SGK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Co-Präsident Patronatskomitee"			"beirat"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	5545	"0"	2020	"Ehrenamtlich"	"Verein Winteruniversiade 2021 Luzern-Zentralschweiz"		"Association Universiade d'hiver de 2021 en Suisse centrale"	"Luzern"	"Verein"			"EinzelOrganisation,LeistungsErbringer"	"nie"	"Spitzensport"	"Sport"	"WBK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5728				"Für ein freiheitliches Waffenrecht"		"Pour un droit libéral sur les armes"	"Bern 8"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Militär"	"Sicherheit"	"SiK"	"EU-Gegner"	"Aussenpolitik/Aussenwirtschaft"	"APK"			
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5964				"lingua e cultura rumantscha"		"lingua e cultura rumantscha"	"Chur"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5978				"Wirtschafts- und währungspolitischer Arbeitskreis"		"Intergroupe parlementaire Politique économique et monétaire"	"Basel"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6411	1	2020		"Liberty Anlagestiftung"	"CHE-241.246.404"		"Seewen SZ"	"Stiftung"	0110	7	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Pensionskassen"	"Wirtschaft"	"WAK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"		2019-05-02		"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"mittel"	6609				"Haus der Volksmusik Altdorf"	"CHE-113.404.040"		"Altdorf UR"	"Verein"	0109	6	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Musik"	"Kultur"	"WBK"	"Kulturförderung"	"Kultur"	"WBK"			
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Ehrenmitglied"			"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	6610				"Kantonalschützenverband Uri"			"Schattdorf"	"Verein"			"DachOrganisation,MitgliedsOrganisation,dezidierteLobby"	"punktuell"	"Breitensport"	"Sport"	"WBK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6731				"FDP Die Liberalen Attinghausen"			"Attinghausen"	"Verein"			"MitgliedsOrganisation,dezidierteLobby"	"nie"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied Geschäftsleitung"			"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	6732				"FDP Die Liberalen Uri"			"Altdorf"	"Verein"			"DachOrganisation,MitgliedsOrganisation,dezidierteLobby"	"punktuell"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"						
"Dittli, Josef"	315	"Dittli"	"Josef"		"SR"	"UR"	"FDP"	"RL"	"KVF-SR, NATO-V, OSZE, SGK-SR, SiK-SR"	2015-11-30		"M"	1957-04-11	4151	3052	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	7595				"Bergberufe"		"Professionnels de la montagne"	"Bern 14"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"									
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	39	"0"	2020		"economiesuisse"	"CHE-105.833.663"		"Zürich"	"Verein"	0109	6	"DachOrganisation,dezidierteLobby"	"immer"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"	"Präsident Infrastrukturkommission"			"beirat"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	39	"0"	2020		"economiesuisse"	"CHE-105.833.663"		"Zürich"	"Verein"	0109	6	"DachOrganisation,dezidierteLobby"	"immer"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"				"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"tief"	868				"Swiss Cyber Experts"			"Bern"	"Verein"			"EinzelOrganisation,DachOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Sicherheit allgemein"	"Sicherheit"	"SiK"	"IT"	"Wirtschaft"	"WAK"			
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	1031	1	2020		"ICTswitzerland"			"Bern"	"Verein"	0109		"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"IT"	"Wirtschaft"	"WAK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1505				"Erneuerbare Energien"		"Énergies renouvelables"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Alternativenergie"	"Energie"	"UREK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"		"Sport"	"Ittigen"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1761				"ePower - ICT für die Schweiz"		"ePower - TIC pour la Suisse"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"IT"	"Wirtschaft"	"WAK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1774				"Digitale Nachhaltigkeit"		"Informatique durable"	"Bern"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"IT"	"Wirtschaft"	"WAK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2899				"Wohn- und Grundeigentum"		"Propriété immobilière et foncière"	"Zürich"	"Parlamentarische Gruppe"			"EinzelOrganisation,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"J"	"tief"	2935	1	2020		"Hauseigentümerverband Linthgebiet"			"Rapperswil"	"Verein"			"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"	"tief"	2936				"Industrie- und Handelskammer St.Gallen-Appenzell"	"CHE-105.885.223"		"St. Gallen"	"Verein"	0109	6	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Wirtschaft allgemein"	"Wirtschaft"	"WAK"						
"Dobler, Marcel"	278	"Dobler"	"Marcel"		"NR"	"SG"	"FDP"	"RL"	"SGK-NR"	2015-11-30		"M"	1980-08-29	4190	3070	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"deklariert"	"0"	"N"	"tief"	3613	"0"	2020		"Kantonaler Gewerbeverband St. Gallen"			"St. Gallen"	"Verein"			"EinzelOrganisation,DachOrganisation,dezidierteLobby"	"punktuell"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"						
