anzeige_name	name	id	nachname	vorname	vorname_kurz	zweiter_vorname	rat_id	kanton_id	kommissionen	partei_id	parteifunktion	fraktion_id	fraktionsfunktion	im_rat_seit	im_rat_bis	ratswechsel	ratsunterbruch_von	ratsunterbruch_bis	beruf	beruf_fr	beruf_interessengruppe_id	titel	aemter	weitere_aemter	zivilstand	anzahl_kinder	militaerischer_grad_id	geschlecht	geburtstag	photo_dateiname	photo_dateierweiterung	photo_dateiname_voll	photo_mime_type	kleinbild	sitzplatz	homepage	homepage_2	parlament_biografie_id	parlament_number	parlament_interessenbindungen_updated	twitter_name	linkedin_profil_url	xing_profil_name	facebook_name	wikipedia	sprache	arbeitssprache	adresse_firma	adresse_plz	adresse_ort	erfasst	freigabe_datum	beruf_de	von	bis	aktiv	geburtstag_unix	im_rat_seit_unix	im_rat_bis_unix	freigabe_datum_unix	von_unix	bis_unix	vertretene_bevoelkerung	rat	kanton	romandie	rat_de	kanton_name_de	rat_fr	kanton_name_fr	kommissionen_namen	kommissionen_namen_de	kommissionen_namen_fr	kommissionen_abkuerzung	kommissionen_abkuerzung_de	kommissionen_abkuerzung_fr	kommissionen_anzahl	partei	partei_name	fraktion	militaerischer_grad	partei_de	partei_name_de	militaerischer_grad_de	partei_fr	partei_name_fr	militaerischer_grad_fr	beruf_branche_id	titel_de	titel_fr	parlamentarier_id	verguetungstransparenz_beurteilung_stichdatum	verguetungstransparenz_beurteilung	refreshed_date
"Arslan, Sibel"	"Sibel Arslan"	264	"Arslan"	"Sibel"			1	12	"APK-NR, APK-NS 20-30, ERD-V, GK-V, RK-NR"	15	"mitglied"	4	"mitglied"	2015-11-30					"Juristin"	"Avocate"	143	"lic. iur."	"Ehem. Grossrätin Kanton Basel-Stadt; Mitglied der Justiz-, Sicherheits- und Sportkommission (JSSK); Mitglied der Begnadigungskommission; Ehem. Fraktionspräsidentin Grünes Bündnis Basel-Stadt"	"Ehem. Fraktionspräsidentin Grünes Bündnis Basel-Stadt"	"ledig"	"0"		"F"	1980-06-23					"3058.jpg"	35	"http://www.sibel-arslan.ch"		4184	3058	2020-11-29T14:02:40	"SibelArslanBS"			"sibel.arslan.796"	"https://de.wikipedia.org/wiki/Sibel_Arslan"	"tr"	"de"		4005	"Basel"		2019-08-16T07:53:17	"Juristin"	2015-11-30		1	330562800	1448838000		1565934797	1448838000		38953	"NR"	"BS"	"0"	"NR"	"Basel-Stadt"	"CN"	"Bâle-Ville"	"Aussenpolitische Kommission NR (APK-NR); Mitwirkung des Parlamentes im Bereich von Soft Law (APK-NS 20-30); Delegation beim Europarat (ERD-V); Gerichtskommission (GK-V); Kommission für Rechtsfragen NR (RK-NR)"	"Aussenpolitische Kommission NR (APK-NR); Mitwirkung des Parlamentes im Bereich von Soft Law (APK-NS 20-30); Delegation beim Europarat (ERD-V); Gerichtskommission (GK-V); Kommission für Rechtsfragen NR (RK-NR)"	"Commission des affaires juridiques CN (CAJ); Commission judiciaire (CJ); Commission de politique extérieure CN (CPE); Participation du Parlement dans le domaine du droit souple ("" Soft Law "") (CPE-NE 20-30); Délégation auprès du Conseil de l'Europe (DCE)"	"APK-NR, APK-NS 20-30, ERD-V, GK-V, RK-NR"	"APK-NR, APK-NS 20-30, ERD-V, GK-V, RK-NR"	"CAJ, CJ, CPE, CPE-NE 20-30, DCE"	5	"BastA"	"Basels starke Alternative"	"G"		"BastA"	"Basels starke Alternative"					14	"Nationalrätin"	"La Conseillère nationale"	264			2020-12-07 02:31:03
"Barrile, Angelo"	"Angelo Barrile"	265	"Barrile"	"Angelo"			1	1	"Del I-V, GPK-NR, SPK-NR"	3	"mitglied"	3	"mitglied"	2015-11-30					"Hausarzt"	"Médecin de famille"	4		"Legislative des Kantons Zürich: von August 2010 bis November 2015"	"Co-Präsident der SP Kreis 5 der Stadt Zürich: von April 2008 bis April 2012; Co-Präsident der Fachkommission Sexuelle Orientierung und Geschlechtsidentität der SP Schweiz: seit 2017"	"eingetragene partnerschaft"			"M"	1976-08-22					"3104.jpg"	91	"http://www.barrile.ch"		4203	3104	2020-11-29T14:02:40	"anbarrile"		"/Angelo_Barrile"	"angelo.barrile"	"https://de.wikipedia.org/wiki/Angelo_Barrile"	"de"	"de"		8049	"Zürich"	"Ja"	2020-06-19T08:04:08	"Hausarzt"	2015-11-30		1	209516400	1448838000		1592546648	1448838000		43456	"NR"	"ZH"	"0"	"NR"	"Zürich"	"CN"	"Zurich"	"Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Geschäftsprüfungskommission NR (GPK-NR); Staatspolitische Kommission NR (SPK-NR)"	"Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Geschäftsprüfungskommission NR (GPK-NR); Staatspolitische Kommission NR (SPK-NR)"	"Commission de gestion CN (CdG); Commission des institutions politiques CN (CIP); Délégation pour les relations avec le Parlement italien (Del I)"	"Del I-V, GPK-NR, SPK-NR"	"Del I-V, GPK-NR, SPK-NR"	"CdG, CIP, Del I"	3	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		1	"Nationalrat"	"Le Conseiller national"	265			2020-12-07 02:31:03
"Bauer, Philippe"	"Philippe Bauer"	266	"Bauer"	"Philippe"			2	24	"APF-V, GPDel-V, GPK-SR, RedK-V, RK-SR, SPK-SR"	1	"mitglied"	1	"mitglied"	2015-11-30		2019-12-02			"Anwalt"	"Avocat"	58	"Lic. en droit, brevet d'avocat"	"Député au Grand Conseil neuchâtelois: jusqu'à octobre 2015"		"verheiratet"	3	17	"M"	1962-04-09					"3059.jpg"	108	"http://www.avocatsneuchatel.ch"		4187	3059	2020-11-29T14:02:40				"profile.php?id=100010028077493&fref=ts"	"https://fr.wikipedia.org/wiki/Philippe_Bauer"	"fr"	"fr"	"Etude BAUER ZURCHER HAENY"	2000	"Neuchâtel"	"Ja"	2019-09-19T08:50:50	"Anwalt"	2015-11-30		1	"0"	1448838000		1568875850	1448838000		88425	"SR"	"NE"	1	"SR"	"Neuenburg"	"CE"	"Neuchâtel"	"Delegation bei der parlamentarischen Versammlung der Frankophonie (APF-V); Geschäftsprüfungsdelegation (GPDel-V); Geschäftsprüfungskommission SR (GPK-SR); Redaktionskommission (RedK-V); Kommission für Rechtsfragen SR (RK-SR); Staatspolitische Kommission SR (SPK-SR)"	"Delegation bei der parlamentarischen Versammlung der Frankophonie (APF-V); Geschäftsprüfungsdelegation (GPDel-V); Geschäftsprüfungskommission SR (GPK-SR); Redaktionskommission (RedK-V); Kommission für Rechtsfragen SR (RK-SR); Staatspolitische Kommission SR (SPK-SR)"	"Délégation auprès de l'Assemblée parlementaire de la Francophonie (APF); Commission des affaires juridiques CE (CAJ); Commission de gestion CE (CdG); Commission de rédaction (CdR); Commission des institutions politiques CE (CIP); Délégation des commissions de gestion (DélCdG)"	"APF-V, GPDel-V, GPK-SR, RedK-V, RK-SR, SPK-SR"	"APF-V, GPDel-V, GPK-SR, RedK-V, RK-SR, SPK-SR"	"APF, CAJ, CdG, CdR, CIP, DélCdG"	6	"FDP"	"Freisinnig-Demokratische Partei"	"RL"	"Hauptmann"	"FDP"	"Freisinnig-Demokratische Partei"	"Hauptmann"	"PLR"	"PLR.Les Libéraux-Radicaux"		9	"Ständerat"	"Le Conseiller aux Etats"	266			2020-12-07 02:31:03
"Borloz, Frédéric"	"Frédéric Borloz"	268	"Borloz"	"Frédéric"			1	22	"KVF-NR"	1	"mitglied"	1	"mitglied"	2015-11-30					"Gemeindepräsident von Aigle"	"Syndic de la Commune d'Aigle"	106		"Député au Grand Conseil vaudois: depuis 2002 jusqu'à 2015; Municipal de la commune d'Aigle: depuis 1998 jusqu'à 2006; Syndic de la commune d'Aigle: depuis 2006"	"Membre du comité directeur du PLR-Vaud; Membre du comité du PLR-Suisse; Membre du comité du groupe PLR Suisse aux chambres"	"verheiratet"	2	2	"M"	1966-04-22					"3061.jpg"	104	"frederic-borloz.ch"		4188	3061	2020-11-29T14:02:40	"FredericBorloz"	"https://www.linkedin.com/in/frederic-borloz-6032333b"		"frederic.borloz.1"	"https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Borloz"	"fr"	"fr"	"hotel-de-ville"	1860	"Aigle"	"Ja"	2019-09-09T10:08:19	"Gemeindepräsident von Aigle"	2015-11-30		1	"0"	1448838000		1568016499	1448838000		42060	"NR"	"VD"	1	"NR"	"Waadt"	"CN"	"Vaud"	"Kommission für Verkehr und Fernmeldewesen NR (KVF-NR)"	"Kommission für Verkehr und Fernmeldewesen NR (KVF-NR)"	"Commission des transports et des télécommunications CN (CTT)"	"KVF-NR"	"KVF-NR"	"CTT"	1	"FDP"	"Freisinnig-Demokratische Partei"	"RL"	"Soldat"	"FDP"	"Freisinnig-Demokratische Partei"	"Soldat"	"PLR"	"PLR.Les Libéraux-Radicaux"		14	"Nationalrat"	"Le Conseiller national"	268			2020-12-07 02:31:03
"Brélaz, Daniel"	"Daniel Brélaz"	269	"Brélaz"	"Daniel"			1	22	"Bü-NR, FK-NR, RK-NR"	4	"mitglied"	4	"mitglied"	1979-11-26			2011-12-05	2015-11-29	"Politiker"	"Politicien"	35	"lic. en mathématique (ETH et UNIL)"	"Législatif communal: depuis 1986 jusqu'en 1989; Exécutif communal: depuis 1990 jusqu'en juin 2016; Législatif cantonal: depuis 1990 jusqu'en 2007 et de 2012 jusqu'à novembre 2015"		"verheiratet"	1		"M"	1950-01-04					"2023.jpg"	13			724	2023	2019-12-10T11:45:39				"daniel.brelaz.9"	"https://de.wikipedia.org/wiki/Daniel_Br%C3%A9laz"	"fr"	"fr"		1000	"Lausanne 27"	"Ja"	2019-08-16T08:00:10	"Politiker"	1979-11-26		1	"0"	312418800		1565935210	312418800		42060	"NR"	"VD"	1	"NR"	"Waadt"	"CN"	"Vaud"	"Büro NR (Bü-NR); Finanzkommission NR (FK-NR); Kommission für Rechtsfragen NR (RK-NR)"	"Büro NR (Bü-NR); Finanzkommission NR (FK-NR); Kommission für Rechtsfragen NR (RK-NR)"	"Bureau CN (Bu); Commission des affaires juridiques CN (CAJ); Commission des finances CN (CdF)"	"Bü-NR, FK-NR, RK-NR"	"Bü-NR, FK-NR, RK-NR"	"Bu, CAJ, CdF"	3	"GPS"	"Grüne Partei der Schweiz"	"G"		"GPS"	"Grüne Partei der Schweiz"		"PES"	"Les Verts"		14	"Nationalrat"	"Le Conseiller national"	269			2020-12-07 02:31:03
"Buffat, Michaël"	"Michaël Buffat"	270	"Buffat"	"Michaël"			1	22	"Del F-V, RedK-V, SPK-NR"	5	"mitglied"	5	"mitglied"	2015-11-30					"Filialleiter einer Bank"	"Responsable d'agence bancaire"	16		"Conseiller général à Vuarrens: de 1998 à 2005; Conseiller communal à Crissier: de 2007 à 2012; Député au Grand Conseil vaudois: de 2007 à 2015"		"verheiratet"		10	"M"	1979-09-27					"3062.jpg"	84			4156	3062	2020-11-29T14:02:40	"michael_buffat"	"https://www.linkedin.com/in/micha%C3%ABl-buffat-777aa4133/"		"michael.buffat"	"https://fr.wikipedia.org/wiki/Micha%C3%ABl_Buffat"	"fr"	"fr"		1418	"Vuarrens"	"Ja"	2019-09-12T15:57:55	"Filialleiter einer Bank"	2015-11-30		1	307234800	1448838000		1568296675	1448838000		42060	"NR"	"VD"	1	"NR"	"Waadt"	"CN"	"Vaud"	"Delegation für die Beziehungen zum Französischen Parlament (Del F-V); Redaktionskommission (RedK-V); Staatspolitische Kommission NR (SPK-NR)"	"Delegation für die Beziehungen zum Französischen Parlament (Del F-V); Redaktionskommission (RedK-V); Staatspolitische Kommission NR (SPK-NR)"	"Commission de rédaction (CdR); Commission des institutions politiques CN (CIP); Délégation pour les relations avec le Parlement français (Del F)"	"Del F-V, RedK-V, SPK-NR"	"Del F-V, RedK-V, SPK-NR"	"CdR, CIP, Del F"	3	"SVP"	"Schweizerische Volkspartei"	"V"	"Fourier"	"SVP"	"Schweizerische Volkspartei"	"Fourier"	"UDC"	"Union Démocratique du Centre"		9	"Nationalrat"	"Le Conseiller national"	270			2020-12-07 02:31:03
"Burgherr, Thomas"	"Thomas Burgherr"	272	"Burgherr"	"Thomas"			1	19	"WAK-NR"	5	"mitglied"	5	"mitglied"	2015-11-30					"Geschäftsführer Burgherr Moosersäge AG"	"Gérant Burgherr Moosersäge AG"	51	"Eidg. dipl. Zimmermeister"	"Vizeammann in Wiliberg: von 1992 bis 2000; Grossrat Kt. Aargau: von 1997 bis 2015; Kommission Bildung, Kultur und Sport: von 1997 bis 2005; Kommission Fachhochschule: von 1997 bis 2001; Kommissionspräsident GPK: von 2005 bis 2009; Kommissionsmitglied Volkswirtschaft und Abgaben: von 2009 bis 2015"	"Präsident SVP Kanton Aargau: seit 2012"	"verheiratet"	3	2	"M"	1962-08-01					"3064.jpg"	58	"http://www.thomasburgherr.ch"	"http://www.burgherrag.ch"	4158	3064	2020-11-29T14:02:40	"thomasburgherr"	"https://www.linkedin.com/in/thomas-burgherr-280260a5"		"thomas.burgherr"	"https://de.wikipedia.org/wiki/Thomas_Burgherr"	"de"	"de"		5058	"Wiliberg"	"Ja"	2019-09-12T15:49:54	"Geschäftsführer Burgherr Moosersäge AG"	2015-11-30		1	"0"	1448838000		1568296194	1448838000		42388	"NR"	"AG"	"0"	"NR"	"Aargau"	"CN"	"Argovie"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de l'économie et des redevances CN (CER)"	"WAK-NR"	"WAK-NR"	"CER"	1	"SVP"	"Schweizerische Volkspartei"	"V"	"Soldat"	"SVP"	"Schweizerische Volkspartei"	"Soldat"	"UDC"	"Union Démocratique du Centre"		9	"Nationalrat"	"Le Conseiller national"	272			2020-12-07 02:31:03
"Burkart, Thierry"	"Thierry Burkart"	273	"Burkart"	"Thierry"			2	19	"GPK-SR, KVF-SR, RedK-V, SiK-SR"	1	"mitglied"	1	"mitglied"	2015-11-30		2019-12-02			"Rechtsanwalt"	"Avocat"	58	"lic. iur., LL.M., Rechtsanwalt"	"Grossrat des Kantons Aargau: von 2001 bis 2015; Grossratspräsident: 2014; Nationalrat: von 2015 bis 2019"	"Mitglied des Vorstands der FDP.Die Liberalen Schweiz: seit 2018; Mitglied der Geschäftsleitung der FDP.Die Liberalen Aargau: seit 1999; Präsident Jungfreisinnige Aargau: von 1999 bis 2002; Vizepräsident der FDP.Die Liberalen Aargau: von 2003 bis 2010; Präsident der FDP.Die Liberalen Aargau: von 2010 bis 2013"			17	"M"	1975-08-21					"3065.jpg"	12	"http://www.thierry-burkart.ch"		4189	3065	2020-12-04T21:05:11	"ThierryBurkart"	"https://www.linkedin.com/in/thierry-burkart-9b2171178/"		"thierry.burkart.privat"	"https://de.wikipedia.org/wiki/Thierry_Burkart"	"de"	"de"	"VOSER RECHTSANWÄLTE KIG"	5401	"Baden"	"Ja"	2020-07-03T16:45:55	"Rechtsanwalt"	2015-11-30		1	177807600	1448838000		1593787555	1448838000		339104	"SR"	"AG"	"0"	"SR"	"Aargau"	"CE"	"Argovie"	"Geschäftsprüfungskommission SR (GPK-SR); Kommission für Verkehr und Fernmeldewesen SR (KVF-SR); Redaktionskommission (RedK-V); Sicherheitspolitische Kommission SR (SiK-SR)"	"Geschäftsprüfungskommission SR (GPK-SR); Kommission für Verkehr und Fernmeldewesen SR (KVF-SR); Redaktionskommission (RedK-V); Sicherheitspolitische Kommission SR (SiK-SR)"	"Commission de gestion CE (CdG); Commission de rédaction (CdR); Commission de la politique de sécurité CE (CPS); Commission des transports et des télécommunications CE (CTT)"	"GPK-SR, KVF-SR, RedK-V, SiK-SR"	"GPK-SR, KVF-SR, RedK-V, SiK-SR"	"CdG, CdR, CPS, CTT"	4	"FDP"	"Freisinnig-Demokratische Partei"	"RL"	"Hauptmann"	"FDP"	"Freisinnig-Demokratische Partei"	"Hauptmann"	"PLR"	"PLR.Les Libéraux-Radicaux"		9	"Ständerat"	"Le Conseiller aux Etats"	273			2020-12-07 02:31:03
"Chiesa, Marco"	"Marco Chiesa"	275	"Chiesa"	"Marco"			2	21	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	5	"mitglied"	5	"mitglied"	2015-11-30		2019-12-02			"Direttore centro anziani"		79	"lic. rer. pol."	"Presidente UDC Svizzera dal 23.08.2020 Vicepresidente dell'UDC Svizzera: dal 2018; Vicepresidente UDC Ticino: dal 2006 al 2008; Capogruppo in Gran Consiglio: dal 2011 al 2014"	"Vicepresidente dell'UDC Svizzera: dal 2018; Vicepresidente UDC Ticino: dal 2006 al 2008; Capogruppo in Gran Consiglio: dal 2011 al 2014"	"verheiratet"	2	6	"M"	1974-10-10					"3067.jpg"	114	"http://www.marcochiesa.ch"		4159	3067	2020-12-04T21:05:11	"marcochiesa74"	"https://www.linkedin.com/in/marco-chiesa-31633329"		"marco.chiesa.5"	"https://it.wikipedia.org/wiki/Marco_Chiesa"	"it"	"fr"		6977	"Ruvigliana"	"Ja"	2019-08-16T08:43:05	"Direttore centro anziani"	2015-11-30		1	150591600	1448838000		1565937785	1448838000		176672	"SR"	"TI"	"0"	"SR"	"Tessin"	"CE"	"Tessin"	"Aussenpolitische Kommission SR (APK-SR); Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Geschäftsprüfungskommission SR (GPK-SR); Delegation bei der parlamentarischen Versammlung der OSZE (OSZE); Redaktionskommission (RedK-V); Staatspolitische Kommission SR (SPK-SR)"	"Aussenpolitische Kommission SR (APK-SR); Delegation für die Beziehungen zum Italienischen Parlament (Del I-V); Geschäftsprüfungskommission SR (GPK-SR); Delegation bei der parlamentarischen Versammlung der OSZE (OSZE); Redaktionskommission (RedK-V); Staatspolitische Kommission SR (SPK-SR)"	"Commission de gestion CE (CdG); Commission de rédaction (CdR); Commission des institutions politiques CE (CIP); Commission de politique extérieure CE (CPE); Délégation pour les relations avec le Parlement italien (Del I); Délégation auprès de l'Assemblée parlementaire de l'OSCE (OSCE)"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	"APK-SR, Del I-V, GPK-SR, OSZE, RedK-V, SPK-SR"	"CdG, CdR, CIP, CPE, Del I, OSCE"	6	"SVP"	"Schweizerische Volkspartei"	"V"	"Wachtmeister"	"SVP"	"Schweizerische Volkspartei"	"Wachtmeister"	"UDC"	"Union Démocratique du Centre"		2	"Ständerat"	"Le Conseiller aux Etats"	275			2020-12-07 02:31:03
"de la Reussille, Denis"	"Denis de la Reussille"	276	"de la Reussille"	"Denis"			1	24	"APK-NR"	13	"mitglied"	4	"mitglied"	2015-11-30					"Gemeinderat Le Locle"	"Conseiller communal Le Locle"	106		"Conseiller communal: depuis 1996; Député au Grand Conseil neuchâtelois: depuis 1999 jusqu'à novembre 2015"	"Président du parti ouvrier populaire du canton de Neuchâtel"			2	"M"	1960-10-24					"3068.jpg"	25	"http://www.lelocle.ch"		4201	3068	2019-12-10T11:45:39					"https://de.wikipedia.org/wiki/Denis_de_la_Reussille"	"fr"	"fr"	"Administration communale Le Locle"	2400	"Le Locle"	"Ja"	2019-09-09T14:08:36	"Gemeinderat Le Locle"	2015-11-30		1	"0"	1448838000		1568030916	1448838000		44213	"NR"	"NE"	1	"NR"	"Neuenburg"	"CN"	"Neuchâtel"	"Aussenpolitische Kommission NR (APK-NR)"	"Aussenpolitische Kommission NR (APK-NR)"	"Commission de politique extérieure CN (CPE)"	"APK-NR"	"APK-NR"	"CPE"	1	"PdA"	"Partei der Arbeit"	"G"	"Soldat"	"PdA"	"Partei der Arbeit"	"Soldat"	"PdT"			14	"Nationalrat"	"Le Conseiller national"	276			2020-12-07 02:31:03
"Dettling, Marcel"	"Marcel Dettling"	277	"Dettling"	"Marcel"			1	5	"WAK-NR"	5	"mitglied"	5	"mitglied"	2015-11-30					"Landwirt"	"Agriculteur"	85		"Legislative des Kantons Schwyz (Kantonsrat)"	"Mitglied der Geschäftsleitung SVP Kanton Schwyz; Mitglied vom Vorstand der SVP Ybrig; Mitglied Parteileitungsausschuss SVP Schweiz"	"verheiratet"	3		"M"	1981-02-01					"3069.jpg"	72	"https://marcel-dettling.ch/"		4160	3069	2020-11-29T14:02:40				"marcel.dettling.9"	"https://de.wikipedia.org/wiki/Marcel_Dettling"	"de"	"de"		8843	"Oberiberg"		2019-08-16T08:46:24	"Landwirt"	2015-11-30		1	349830000	1448838000		1565937984	1448838000		39791	"NR"	"SZ"	"0"	"NR"	"Schwyz"	"CN"	"Schwyz"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de l'économie et des redevances CN (CER)"	"WAK-NR"	"WAK-NR"	"CER"	1	"SVP"	"Schweizerische Volkspartei"	"V"		"SVP"	"Schweizerische Volkspartei"		"UDC"	"Union Démocratique du Centre"		15	"Nationalrat"	"Le Conseiller national"	277			2020-12-07 02:31:03
"Dobler, Marcel"	"Marcel Dobler"	278	"Dobler"	"Marcel"			1	17	"SGK-NR"	1	"mitglied"	1	"mitglied"	2015-11-30					"Unternehmer"	"Entrepreneur"	23				"verheiratet"	2	2	"M"	1980-08-29					"3070.jpg"	102	"http://www.marcel-dobler.ch"		4190	3070	2020-11-29T14:02:40	"Marcel_Dobler"	"https://www.linkedin.com/in/marcel-dobler-63025348"	"Marcel_Dobler3"	"marcel.dobler.politiker"	"https://de.wikipedia.org/wiki/Marcel_Dobler"	"de"	"de"	"dobler.swiss"	8645	"Jona"	"Ja"	2019-09-01T19:39:45	"Unternehmer"	2015-11-30		1	336351600	1448838000		1567359585	1448838000		42308	"NR"	"SG"	"0"	"NR"	"St. Gallen"	"CN"	"Saint-Gall"	"Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR)"	"Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR)"	"Commission de la sécurité sociale et de la santé publique CN (CSSS)"	"SGK-NR"	"SGK-NR"	"CSSS"	1	"FDP"	"Freisinnig-Demokratische Partei"	"RL"	"Soldat"	"FDP"	"Freisinnig-Demokratische Partei"	"Soldat"	"PLR"	"PLR.Les Libéraux-Radicaux"		9	"Nationalrat"	"Le Conseiller national"	278			2020-12-07 02:31:03
"Eymann, Christoph"	"Christoph Eymann"	279	"Eymann"	"Christoph"			1	12	"RK-NR, WBK-NR"	16	"mitglied"	1	"mitglied"	1991-11-25			2001-09-17	2015-11-29	"Präsident SKOS"	"Président CSIAS"	12	"Dr. iur."	"Weiterer Bürgerrat: von 1989 bis 1991; Grosser Rat des Kantons Basel-Stadt: von 1984 bis 1995; Verfassungsrat Basel-Stadt: 1999 bis 2001; Regierungsrat Basel-Stadt: 2001 bis 2017"	"Vorstandsmitglied"	"verheiratet"	3	17	"M"	1951-01-15					"2287.jpg"	146			74	2287	2020-11-29T14:02:40					"https://de.wikipedia.org/wiki/Christoph_Eymann"	"de"	"de"	"LDP Liberal-Demokratische Partei Basel-Stadt"	4010	"Basel"		2019-08-16T09:47:26	"Präsident SKOS"	1991-11-25		1	"0"	691023600		1565941646	691023600		38953	"NR"	"BS"	"0"	"NR"	"Basel-Stadt"	"CN"	"Bâle-Ville"	"Kommission für Rechtsfragen NR (RK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Kommission für Rechtsfragen NR (RK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission des affaires juridiques CN (CAJ); Commission de la science, de l'éducation et de la culture CN (CSEC)"	"RK-NR, WBK-NR"	"RK-NR, WBK-NR"	"CAJ, CSEC"	2	"LDP"	"Liberal-Demokratische Partei"	"RL"	"Hauptmann"	"LDP"	"Liberal-Demokratische Partei"	"Hauptmann"				2	"Nationalrat"	"Le Conseiller national"	279			2020-12-07 02:31:03
"Fehlmann Rielle, Laurence"	"Laurence Fehlmann Rielle"	280	"Fehlmann Rielle"	"Laurence"			1	25	"IK-NR, IPU, RK-NR"	3	"mitglied"	3	"mitglied"	2015-11-30					"Politologin"	"Politologue"	3	"lic. ès sc. pol./dipl. en santé publique"	"Députée au Grand Conseil genevois: 1997-2009; Conseillère municipale de la Ville de Genève: jusqu'à novembre 2015"	"Présidente du parti socialiste genevois (2004-2008)"	"verheiratet"			"F"	1955-09-11					"3071.jpg"		"http://www.fehlmann-rielle.info"		4195	3071	2020-10-23T20:05:04	"FehlmannRielle"	"https://www.linkedin.com/in/fehlmann-rielle-laurence-02aab317"		"FehlmannRielle"	"https://de.wikipedia.org/wiki/Laurence_Fehlmann_Rielle"	"fr"	"fr"		1206	"Genève"		2019-08-16T09:42:10	"Politologin"	2015-11-30		1	"0"	1448838000		1565941330	1448838000		41623	"NR"	"GE"	1	"NR"	"Genf"	"CN"	"Genève"	"Immunitätskommission NR (IK-NR); Delegation bei der Interparlamentarischen Union (IPU); Kommission für Rechtsfragen NR (RK-NR)"	"Immunitätskommission NR (IK-NR); Delegation bei der Interparlamentarischen Union (IPU); Kommission für Rechtsfragen NR (RK-NR)"	"Commission des affaires juridiques CN (CAJ); Commission de l'immunité CN (CdI); Délégation auprès de l'Union interparlementaire (UIP)"	"IK-NR, IPU, RK-NR"	"IK-NR, IPU, RK-NR"	"CAJ, CdI, UIP"	3	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		1	"Nationalrätin"	"La Conseillère nationale"	280			2020-12-07 02:31:03
"Glarner, Andreas"	"Andreas Glarner"	283	"Glarner"	"Andreas"			1	19	"SGK-NR, SPK-NR"	5	"mitglied"	5	"mitglied"	2015-11-30					"Unternehmer"	"Entrepreneur"	23		"Gemeindeammann Gemeinde Oberwil-Lieli: Präsident RFO / ZSO Mutschellen"	"Präsident SVP Aargau; Mitglied Parteileitung SVP Schweiz; Mitglied Fraktionsvorstand SVP Bundeshausfraktion"	"geschieden"	2	3	"M"	1962-10-09					"3074.jpg"	34	"http://www.andreas-glarner.ch"		4161	3074	2020-11-29T14:02:40	"andyglarner"	"https://www.linkedin.com/in/andreas-glarner-10691850"	"Andreas_Glarner2"	"andreas.glarner.3"	"https://de.wikipedia.org/wiki/Andreas_Glarner"	"de"	"de"		8966	"Oberwil-Lieli"		2020-03-08T19:58:30	"Unternehmer"	2015-11-30		1	"0"	1448838000		1583693910	1448838000		42388	"NR"	"AG"	"0"	"NR"	"Aargau"	"CN"	"Argovie"	"Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR); Staatspolitische Kommission NR (SPK-NR)"	"Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR); Staatspolitische Kommission NR (SPK-NR)"	"Commission des institutions politiques CN (CIP); Commission de la sécurité sociale et de la santé publique CN (CSSS)"	"SGK-NR, SPK-NR"	"SGK-NR, SPK-NR"	"CIP, CSSS"	2	"SVP"	"Schweizerische Volkspartei"	"V"	"Gefreiter"	"SVP"	"Schweizerische Volkspartei"	"Gefreiter"	"UDC"	"Union Démocratique du Centre"		9	"Nationalrat"	"Le Conseiller national"	283			2020-12-07 02:31:03
