id	person_id	organisation_id	art	funktion_im_gremium	hauptberuflich	beschreibung	beschreibung_fr	quelle_url	quelle_url_gueltig	quelle	von	bis	freigabe_datum
1309	489	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2522"					2020-07-15T09:56:31
1310	316	2893	"geschaeftsfuehrend"		"0"	"Mitglied Geschäftsleitung"	"Membre de la direction"	"http://www.svs-ch.ch/organisation"					2016-03-18T11:05:59
1322	493	602	"taetig"		"0"	"Verantwortlicher Politik"		"https://www.linkedin.com/in/michael-fust-3029131a/"			2015-08-01		2016-10-17T21:32:52
1325	493	3015	"taetig"		"0"	"Mitglied Grosser Gemeinderat"		"http://www.zollikofen.ch/de/politik/behoerdenmitglieder/?personen_id=100480"					2016-10-17T21:32:52
1345	425	365	"vorstand"	"mitglied"	"0"			"http://auns.ch/ueber-uns/organisation/"					2016-03-18T11:03:50
1351	314	336	"vorstand"	"praesident"	"0"			"http://www.arbeitgeber.ch/ueber-uns/vorstand/"					2020-07-02T23:05:05
1352	314	3208	"vorstand"	"praesident"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.421.288"					2020-07-02T23:05:05
1353	314	3209	"vorstand"	"praesident"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.390.201"					2020-07-02T23:05:05
1354	314	3210	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-100.619.832"					2020-07-02T23:05:05
1355	314	3128	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-114.757.989"					2020-07-02T23:05:05
1356	314	3211	"vorstand"	"praesident"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-100.165.417"					2020-07-02T23:05:05
1358	314	3212	"vorstand"	"praesident"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-283.063.772"					2020-07-02T23:05:05
1360	314	3214	"vorstand"	"praesident"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.518.982"					2020-07-02T23:05:05
1361	314	3213	"vorstand"	"praesident"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.858.026"					2020-07-02T23:05:05
1362	314	977	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-103.607.601"					2020-07-02T23:05:05
1365	528	3238	"taetig"		"0"	"Responsable service commercial Valais, Fribourg, Vaud"	"Leiter der Verkaufsabteilung"	"https://www.linkedin.com/in/andr%C3%A9-vernay-94386515"					2016-06-27T07:22:16
1367	528	4645	"mitglied"		"0"					"Angaben A. Vernay"			2016-06-27T07:22:16
1375	494	3297	"geschaeftsfuehrend"		"0"	"Directeur"		"http://cerebral-vs.ch/fr/lassociation/organisation/le-staff/"					2019-05-07T14:30:21
1376	494	1458	"taetig"		"0"	"Mitglied Grosser Rat"	"Membre du Grand Conseil"	"https://parlement.vs.ch/sites/parlement/DE/1/depute/view/23977"					2019-05-07T14:30:21
1377	494	3298	"mitglied"		"0"			"http://www.udc-saviese.ch/index.php/2012-08-13-13-50-03/elus"					2019-05-07T14:30:21
1378	494	3299	"vorstand"	"mitglied"	"0"	"Comité exécutif"		"https://www.udc-valais.ch/organigramme/"					2019-05-07T14:30:21
1379	494	3300	"vorstand"	"praesident"	"0"	"président Conseil de Fondation"		"https://zambotte.ch/?page_id=302"					2019-05-07T14:30:21
1388	376	3327	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"http://www.insos.ch/verband/mitarbeitende-insos-schweiz/"					2019-07-27T12:48:42
1389	376	3334	"vorstand"	"mitglied"	"0"			"https://so.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=89ce602e0b5ea55f7f165de4e5fd?uid=CHE-106.002.021"					2019-07-27T12:48:42
1390	376	35	"vorstand"	"vizepraesident"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-107.809.718"					2019-07-27T12:48:42
1391	376	2546	"beirat"	"mitglied"	"0"	"Mitglied der Arbeitsgruppe UNO-Behindertenrechtskonvention / Nationale Behindertenpolitik"		"http://www.egalite-handicap.ch/de/ueber-uns/organisation/arbeitsgruppen-40.html"					2019-07-27T12:48:42
1392	376	3336	"beirat"	"mitglied"	"0"	"Mitglied der Arbeitsgruppe"		"http://www.charta-praevention.ch/?Kontaktliste_Arbeitsgruppe"					2019-07-27T12:48:42
1393	376	3337	"beirat"	"mitglied"	"0"	"Mitglied des Messerats"		"https://www.swiss-handicap.ch/de/messeinfos/messerat"					2019-07-27T12:48:42
1397	534	3355	"geschaeftsfuehrend"		"0"	"Inhaber und Geschäftsführer"		"https://vo.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=936fe32e25ff73e5685dcd423024?uid=CHE-155.618.753#"			2016-01-10		2019-07-30T10:35:11
1400	534	294	"taetig"		"0"	"Instruktor"		"https://www.linkedin.com/in/marco-decurtins-25b2aa88/"					2019-07-30T10:35:11
1401	535	3358	"geschaeftsfuehrend"	"mitglied"	"0"	"Generalsekretär"		"https://www.svpo.ch/partei/organisation/parteileitung/generalsekretaer-35"					2019-07-21T11:46:15
1407	366	230	"beirat"	"mitglied"	"0"	"Advisory Board"	"Advisory Board"	"https://www.admin.ch/ch/d/cf/ko/Gremien_interessenbindung_10564.html"					2016-03-18T11:06:40
1424	526	3407	"taetig"		1	"Experte Internationale Finanz- und Steuerpolitik"	"Expert politique fiscale et financière"	"http://www.alliancesud.ch/de/ueber-uns/team"					2020-07-15T15:16:12
1428	526	3412	"mitglied"		"0"	"Alumni"	"Alumni"	"http://www.reporter-forum.ch/ueber-den-verein/"		"Autorisierungsmail Gross 23.06.2020"			2020-07-15T15:16:12
1431	498	3415	"vorstand"	"mitglied"	"0"			"https://kreis5.spkantonzh.ch/ueber-uns/personen/vorstand-sp-5/"					2016-03-18T11:03:50
1432	498	3414	"taetig"		"0"	"Doktorand in Japanologie, Arbeitstitel: ""Immigrants to Japan: An Analysis of Public Opinion with Special Focus on the Years from 1980 to present"""		"https://www.aoi.uzh.ch/de/japanologie/forschung/doktorierende.html"					2016-03-18T11:03:50
1434	498	1098	"vorstand"	"mitglied"	"0"	"Gemeinderat"	"Conseiller municipal"	"http://www.gemeinderat-zuerich.ch/Mitglieder/Detailansicht-Mitglied?mid=af7eb3bf-d095-4438-bc6b-847b3d0db23b"			2014-05-07		2016-03-18T11:03:50
1435	498	3416	"taetig"		"0"	"Lehrer für Japanisch, Informatik und Staatskunde"		"https://www.linkedin.com/in/uhelfenstein"			2012-08-01		2016-03-18T11:03:50
1436	498	1752	"taetig"		"0"	"Director Private Banking Asia Pacific (APAC)"		"https://www.linkedin.com/in/uhelfenstein?authType=NAME_SEARCH&authToken=Kbc1&locale=de_DE&trk=tyah&trkInfo=clickedVertical%3Amynetwork%2CclickedEntityId%3A12630329%2CauthType%3ANAME_SEARCH%2Cidx%3A1-1-1%2CtarId%3A1452959429274%2Ctas%3Aurs%20helfenstein"			2002-02-01		2016-03-18T11:03:50
1478	498	3565	"taetig"		"0"	"Tätig am Liceo Artistico"		"https://www.linkedin.com/in/uhelfenstein/"					2016-03-18T11:03:50
1479	498	3566	"taetig"		"0"	"Dolmetscher"		"https://www.linkedin.com/in/uhelfenstein/"					2016-03-18T11:03:50
1482	155	2714	"geschaeftsfuehrend"		1	"Geschäftsführerin"	"Secrétaire générale"	"http://www.svp-bern.ch/partei/organisation"					2020-07-02T23:06:15
1483	155	3588	"vorstand"	"praesident"	"0"			"http://www.vspb-bg.ch/uber-uns/"					2020-07-02T23:06:15
1484	155	3590	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=cf7a2842f23eeb6bfd8bf8c82e11?uid=CHE-109.769.283"			2015-09-01		2020-07-02T23:06:15
1485	155	1765	"vorstand"	"vizepraesident"	"0"	"VIzepräsidentin Gemeinderat"	"Vice-syndic"	"http://www.ostermundigen.ch/parteien-in-ostermundigen/gemeinderat/"					2020-07-02T23:06:15
1488	516	2299	"taetig"		"0"	"Mitglied Kantonsrat"	"Membre du conseil cantonal"	"http://www.lu.ch/kantonsrat/mitglieder_und_organe/mitglieder?Name=b%C3%BChler"			2007-04-07		2016-10-17T21:26:41
1491	516	3623	"mitglied"		"0"	"Altherr"		"http://www.rauracia.ch/index.asp?inc=news/news_gratulamour.asp"					2016-10-17T21:26:41
1493	516	3619	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2548"					2016-10-17T21:26:41
1494	516	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2548"					2016-10-17T21:26:41
1496	516	3626	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2548"					2016-10-17T21:26:41
1497	516	3627	"mitglied"		"0"			"https://www.xing.com/profile/Adrian_Buehler7"					2016-10-17T21:26:41
1499	516	3629	"mitglied"		"0"			"https://www.xing.com/profile/Adrian_Buehler7"					2016-10-17T21:26:41
1526	508	2153	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=9743665932de723b8e1b6168b5c5?uid=CHE-104.261.238"			2014-08-21		2016-03-21T00:00:00
1527	508	3695	"vorstand"	"praesident"	"0"			"http://www.omct.ch/jahia/Jahia/home/omct/pid/10"			2016-02-22		2016-03-21T00:00:00
1528	508	3696	"mitglied"		"0"			"http://francodenti.ch/index.php?option=com_k2&view=item&layout=item&id=4&Itemid=112"					2016-03-21T00:00:00
1529	508	28	"mitglied"		"0"	"Mitglied der Delegiertenversammlung"		"http://francodenti.ch/index.php?option=com_k2&view=item&layout=item&id=4&Itemid=112"					2016-03-21T00:00:00
1530	508	3697	"vorstand"	"vizepraesident"	"0"			"http://ti.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=5143027461&amt=501&toBeModified=0&validOnly=0&lang=1&sort=0"			2012-05-15		2016-03-21T00:00:00
1531	508	3698	"vorstand"	"praesident"	"0"			"http://francodenti.ch/index.php?option=com_k2&view=item&layout=item&id=4&Itemid=112"					2016-03-21T00:00:00
1532	508	3699	"mitglied"		"0"			"http://francodenti.ch/index.php?option=com_k2&view=item&layout=item&id=4&Itemid=112"					2016-03-21T00:00:00
1533	550	3702	"geschaeftsfuehrend"		"0"	"Generaldirektor"	"Directeur général"	"http://www.fve.ch/fileadmin/documents/fve.ch/pdf/Direction/Organigramme_FVE_direction_-_jan2016-V2.pdf"					2016-10-17T21:46:41
1534	550	3703	"vorstand"	"mitglied"	"0"			"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0072872-3&ofrcLanguage=1"			2015-06-02		2016-10-17T21:46:41
1536	550	3706	"vorstand"	"mitglied"	"0"	"Sekretär"	"Secrétaire"	"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0055362-5&ofrcLanguage=1"			2012-06-21		2016-10-17T21:46:41
1537	550	3707	"geschaeftsfuehrend"		"0"			"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1027882-9&ofrcLanguage=1"			2012-02-13		2016-10-17T21:46:41
1538	550	1392	"vorstand"	"mitglied"	"0"			"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1115536-2&ofrcLanguage=1"			2014-08-13		2016-10-17T21:46:41
1539	550	3708	"vorstand"	"mitglied"	"0"	"Sekretär"	"Secrétaire"	"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0170756-7&ofrcLanguage=1"			2011-08-02		2016-10-17T21:46:41
1540	550	3709	"vorstand"	"mitglied"	"0"	"Sekretär"	"Secrétaire"	"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0124260-1&ofrcLanguage=1"			2011-07-05		2016-10-17T21:46:41
1541	550	3710	"vorstand"	"mitglied"	"0"			"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1043403-0&ofrcLanguage=1"			2011-06-29		2016-10-17T21:46:41
1542	550	3711	"vorstand"	"mitglied"	"0"	"Sekretär"	"Secrétaire"	"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1124685-5&ofrcLanguage=1"			2013-07-18		2016-10-17T21:46:41
1543	550	114	"vorstand"	"praesident"	"0"			"http://www.relevepme.ch/association/comite"					2016-10-17T21:46:41
1544	550	3712	"vorstand"	"mitglied"	"0"			"http://www.fonpro.ch/qui-nous-sommes/conseil-de-fondation/"					2016-10-17T21:46:41
1545	384	516	"vorstand"	"mitglied"	1	"Senior Partner"	"Senior Partner"	"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-113.304.378"					2020-07-02T23:06:15
1546	384	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/3132"					2020-07-02T23:06:15
1547	384	2117	"vorstand"	"mitglied"	"0"			"https://ur.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-113.632.552"					2020-07-02T23:06:15
1548	384	3725	"vorstand"	"mitglied"	"0"			"https://ur.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-116.183.786"					2020-07-02T23:06:15
1551	384	3728	"vorstand"	"mitglied"	"0"	"Gesellschafter"	"Associé"	"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-112.764.961"					2020-07-02T23:06:15
1552	508	284	"taetig"		"0"	"Mitglied Grosser Rat"	"Membre du Grand Conseil"	"http://www4.ti.ch/poteri/gc/parlamento/elenco-deputati/"					2016-03-21T00:00:00
1555	549	2538	"geschaeftsfuehrend"	"mitglied"	"0"	"Generalsekretär"	"Secrétaire général"	"http://www.cargorail.ch/index.php/de/we/organisation"					2020-07-02T23:02:50
1556	549	39	"beirat"	"mitglied"	"0"	"Kommission Infrastruktur"	"Commission d'infrastructure"	"http://cargorail.ch/?p=1069"					2020-07-02T23:02:50
1557	549	751	"beirat"	"mitglied"	"0"	"Kommission Güterverkehr"	"Commission Trafic marchandises"	"http://www.voev.ch/de/verband/Gremien-VoeV/Kommissionen/KGV"					2020-07-02T23:02:50
1558	549	3755	"mitglied"		"0"	"Vertreter Verband der verladenden Wirtschaft VAP"	"Représentant Association des chargeurs VAP"	"http://www.cfs.ch/Mitglieder/tabid/57/Default.aspx"					2020-07-02T23:02:50
1559	549	3756	"beirat"	"mitglied"	"0"	"Expertenkomm.""General Contract for the Use of Wagons""; Ausschuss Rechtsfragen; Arbeitsgruppe ""Übereinkommen über den internationalen Eisenbahnverkehr"""		"http://www.cargorail.ch/index.php/we/verbaende"					2020-07-02T23:02:50
1560	549	3757	"geschaeftsfuehrend"	"mitglied"	"0"	"Sekretär"	"Secrétaire"	"http://www.cargorail.ch/index.php/we/verbaende"					2020-07-02T23:02:50
1561	549	3768	"vorstand"	"praesident"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=830d1937acf122e4532ab076e4c5?uid=CHE-101.907.506"					2020-07-02T23:02:50
1562	549	3769	"vorstand"	"praesident"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-112.742.385"					2020-07-02T23:02:50
1563	549	3770	"vorstand"	"praesident"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.734.128"					2020-07-02T23:02:50
1564	549	3771	"vorstand"	"mitglied"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-107.157.525"					2020-07-02T23:02:50
1565	549	3772	"vorstand"	"vizepraesident"	"0"			"http://zh.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0205000177&amt=020&toBeModified=0&validOnly=0&lang=1&sort=0"					2020-07-02T23:02:50
1566	549	244	"vorstand"	"mitglied"	"0"	"Vertreter Verband der verladenden Wirtschaft VAP im Vorstand"	"Représentant Association des chargeurs VAP au comité"	"https://litra.ch/de/ueber-litra/vereinsorgane/vorstand/"					2020-07-02T23:02:50
1567	549	3773	"geschaeftsfuehrend"		1	"Inhaber"	"Propriétaire"	"http://zh.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0201008062&amt=020&toBeModified=0&validOnly=0&lang=1&sort=0"					2020-07-02T23:02:50
1596	564	3800	"mitglied"		"0"			"http://www.zuenfte-basel.ch/media/dokumente/baslerbanner/basler_banner_40.pdf"			2016-03-03		2019-07-24T13:22:08
1597	565	3646	"vorstand"	"mitglied"	"0"	"Mitglied Universitätsrat"	"Membre du conseil universitaire"	"https://www.unibas.ch/de/Universitaet/Leitung-Organisation/Universitaetsrat.html"					2020-04-13T16:36:53
1598	565	249	"vorstand"	"mitglied"	"0"			"https://bs.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=b9b13de1a28095fc57f4bbef4799?uid=CHE-109.829.991"			2005-01-15		2020-04-13T16:36:53
1615	565	3814	"vorstand"	"mitglied"	"0"			"https://bs.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-102.988.370"			2005-06-24		2020-04-13T16:36:53
1616	565	3815	"vorstand"	"mitglied"	"0"			"https://bs.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-113.492.601"			2007-03-14		2020-04-13T16:36:53
1632	566	1309	"geschaeftsfuehrend"		"0"	"Direktor"		"http://www.prometerre.ch/actualite/prometerre-salue-l-avancee-du-dossier-des-contributions-d-ameliorations-foncieres/28185"					2016-11-25T17:20:52
1633	566	47	"beirat"	"mitglied"	"0"	"Mitglied Landwirtschaftskammer"		"http://www.sbv-usp.ch/de/ueber-uns/organisation/landwirtschaftskammer/"					2016-11-25T17:20:52
1634	566	3830	"vorstand"	"mitglied"	"0"			"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0121325-5&ofrcLanguage=1"			2007-02-13		2016-11-25T17:20:52
1635	566	3831	"vorstand"	"mitglied"	"0"			"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1046226-0&ofrcLanguage=1"			2006-02-07		2016-11-25T17:20:52
1636	566	3832	"vorstand"	"mitglied"	"0"			"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0095955-6&ofrcLanguage=1"			1999-08-07		2016-11-25T17:20:52
1637	566	3833	"vorstand"	"mitglied"	"0"			"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0125680-6&ofrcLanguage=1"			1999-08-07		2016-11-25T17:20:52
1638	566	1308	"vorstand"	"mitglied"	"0"			"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0076479-8&ofrcLanguage=1"			2007-02-13		2016-11-25T17:20:52
1639	566	3834	"vorstand"		"0"	"Sekretär"		"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0082574-7&ofrcLanguage=1"			2007-02-13		2016-11-25T17:20:52
1640	566	3835	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1064751-8&ofrcLanguage=1"			2010-01-09		2016-11-25T17:20:52
1641	566	3836	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1021498-8&ofrcLanguage=1"			2007-02-13		2016-11-25T17:20:52
1642	566	3837	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1032117-6&ofrcLanguage=1"			2007-02-13		2016-11-25T17:20:52
1643	566	3838	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1032120-0&ofrcLanguage=1"			2007-02-13		2016-11-25T17:20:52
1644	566	3839	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1032112-9&ofrcLanguage=1"			2007-02-13		2016-11-25T17:20:52
1645	566	3840	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1032111-3&ofrcLanguage=1"			2007-02-13		2016-11-25T17:20:52
1647	566	3842	"vorstand"	"mitglied"	"0"			"http://www.agora-romandie.ch/?cat=1&page=220"					2016-11-25T17:20:52
1648	567	3122	"vorstand"	"mitglied"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=e75c404f3d4b7f55628493778a14?uid=CHE-106.479.819"			2012-06-05		2016-10-17T21:32:52
1649	567	3122	"taetig"		"0"	"Leiterin Marketing, Berufsbildnerin KV"		"http://www.jost.ch/de/jostwohlen/teamwohlen.html"					2016-10-17T21:32:52
1650	558	289	"taetig"		"0"	"Leiter Abteilung Politik und Kommunikation"	"Responsable Département Politique et Communication"	"https://www.santesuisse.ch/politik-medien/kommunikation/medienanfragen"					2016-03-18T11:05:59
1651	568	968	"taetig"		"0"	"Leiter Sekretariat Romandie"	"Responsable du secrétariat romand"	"https://www.suissetec.ch/gl"			2004-11-30		2016-03-18T11:03:50
1653	564	3869	"taetig"		"0"	"Leiter Kommunikation des Erziehungsdepartements"		"http://www.ed.bs.ch/medienseite/medienkontakt.html"					2019-07-24T13:22:08
1654	512	504	"geschaeftsfuehrend"	"mitglied"	"0"	"Vize-Direktor"		"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-105.884.577"			2014-08-26		2019-07-21T12:05:23
1664	69	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2571/f"					2020-07-15T12:44:13
1680	330	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2703"					2020-07-02T23:05:05
1681	330	1466	"taetig"		"0"	"Beauftragte für Bundesangelegenheiten"	"Attaché aux affaires fédérales"	"https://www.linkedin.com/in/varuna-singh-auroi-64838242/de"					2020-07-02T23:05:05
1682	330	3901	"mitglied"		"0"			"http://www.ptl-berne.ch/images/141015_AG/PV_AG_2014.pdf"					2020-07-02T23:05:05
1689	195	94	"vorstand"	"vizepraesident"	"0"			"http://aves.ch/divisionen/aves-vorstand/"					2016-12-02T09:42:07
1690	195	3928	"vorstand"	"praesident"	"0"			"http://www.hrazg.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=1703032126&amt=170&toBeModified=0&validOnly=0&lang=1&sort=0"			2008-05-09		2016-12-02T09:42:07
1691	96	1639	"vorstand"	"vizepraesident"	"0"			"https://www.public-affairs.ch/de/ueber-uns/vorstand"					2019-04-16T19:29:49
1694	428	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2596/h"					2020-07-02T23:06:15
1695	428	3940	"taetig"		"0"	"Leiter Marketing und Kommunikation"	"Directeur Marketing et Communication"	"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-106.084.881"			2009-03-21		2020-07-02T23:06:15
1703	89	115	"geschaeftsfuehrend"	"praesident"	1	"Direktor Centre Patronal Bern"	"Directeur Centre Patronal Berne"	"http://www.centrepatronal.ch/index.php?page=de/pratique/collaborateurs"					2020-07-15T15:28:10
1704	89	116	"vorstand"	"mitglied"	"0"	"Mitglied der Geschäftsleitung"	"Membre de la direction"	"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-1052752-4&ofrcLanguage=1"					2020-07-15T15:28:10
1705	89	3378	"taetig"		"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-454.852.271"					2020-07-15T15:28:10
1711	344	3407	"geschaeftsfuehrend"		"0"	"Geschäftsleiter"	"Directeur"	"http://www.alliancesud.ch/de/ueber-uns/team"			2015-08-01		2020-07-02T23:02:50
1712	344	986	"taetig"		"0"	"Dozent"	"Professeur"	"https://www.linkedin.com/in/mark-herkenrath-dr-68abb743"					2020-07-02T23:02:50
1713	344	3959	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=f174cb4d5fcd4d78f033d8d9257e?uid=CHE-110.410.021"			2004-07-17		2020-07-02T23:02:50
1714	344	3500	"taetig"		"0"	"Sekretär"	"Secrétaire"	"https://www.parlament.ch/centers/documents/de/parlamentarische-gruppen.pdf"					2020-07-02T23:02:50
1715	554	3407	"taetig"		"0"	"Umwelt- und Klimaverantwortlicher"	"Responsable de l'environnement et du climat"	"http://www.alliancesud.ch/en/about-us/team"		"E-Mail 23.11.16"			2016-11-25T17:18:03
1716	517	1307	"taetig"		"0"	"Leiter Politik"		"http://www.bio-suisse.ch/de/politik.php"					2019-07-24T12:51:04
1717	517	3970	"geschaeftsfuehrend"		"0"	"Inhaber und Consultant"		"http://www.martin-bossard.ch/"					2019-07-24T12:51:04
1718	517	1293	"vorstand"	"praesident"	"0"	"Co-Präsident"		"https://www.agrarallianz.ch/kontakt/"					2019-07-24T12:51:04
1720	517	1797	"vorstand"	"mitglied"	"0"			"http://gentechfrei.ch/ueber-die-sag/traegerl-3"					2019-07-24T12:51:04
1744	518	3989	"geschaeftsfuehrend"		"0"	"Geschäftsführer"	"Gérant"	"http://www.biofuels-schweiz.ch/geschaeftsstelle.php?lang=DE"					2020-07-02T23:02:50
1745	518	1639	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2572/f"					2020-07-02T23:02:50
1746	518	3990	"gesellschafter"		1	"Inhaber/Gesellschafter und Geschäftsführer"	"Propriétaire/Associé et Gérant"	"http://bl.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=2804015736&amt=280&toBeModified=0&validOnly=0&lang=1&sort=0"			2012-05-01		2020-07-02T23:02:50
1748	555	517	"mitglied"		"0"			"https://www.svp.ch/partei/organe/zentralvorstand/"					2020-07-02T23:02:50
1749	555	3992	"vorstand"	"mitglied"	"0"	"Kassier"		"http://www.rc2.vd.ch/registres/hrcintapp-pub/externalCompanyReport.action?companyOfrcId13=CH-550-0168107-5&ofrcLanguage=1"					2020-07-02T23:02:50
1750	136	557	"taetig"		"0"	"Leiter Public Affairs"		"https://www.swisscom.ch/de/about/medien/swisscom-aktuell/kontakt.html"					2019-07-21T12:01:36
1752	136	3997	"mitglied"		"0"			"https://www.xing.com/profile/Stefan_Kilchenmann/cv"					2019-07-21T12:01:36
1753	136	1031	"vorstand"	"mitglied"	"0"			"https://ictswitzerland.ch/about/organisation/vorstand/"					2019-07-21T12:01:36
1754	136	3062	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=e01fd1dc9f5630382223d458b9e1?uid=CHE-338.706.788"					2019-07-21T12:01:36
